NodeName,OAGName,Name,City,Lon,Lat
GTO,Gorontalo Indonesia,Tolotio Airport,Gorontalo,122.85,0.64
GUA,Guatemala City Guatemala,La Aurora Airport,Guatemala City,-90.53,14.59
GUM,Guam,A.B. Won Pat International Airport,Guam,144.8,13.49
GUW,Atyrau Kazakhstan,Atyrau Airport,Atyrau,51.83,47.12
GVA,Geneva (Intl) Switzerland,Geneve-Cointrin Airport,Geneva,6.11,46.23
GVR,Governador Valadares MG Brazil,Governador Valadares Airport,Governador Valadares,-41.93,-18.85
GWL,Gwalior India,Gwalior Airport,Gwalior,78.23,26.29
GYD,Baku (Heydar Aliyev) Azerbaijan,Heydar Aliyev International Airport,Baku,50.05,40.46
GYE,Guayaquil Ecuador,Jose Joaquin de Olmedo Airport,Guayaquil,-79.88,-2.14
GYM,Guaymas Mexico,Gen Jose M Yanez Airport,Guaymas,-110.93,27.96
GYN,Goiania GO Brazil,Santa Genoveva Airport,Goiania,-49.23,-16.63
GZT,Gaziantep Oguzeli,Gaziantep Airport,Gaziantep,37.47,36.94
HAJ,Hannover Germany,Hanover Airport,Hanover,9.69,52.46
HAK,Haikou China,Haikou Airport,Haikou,110.46,19.94
HAM,Hamburg(Fuhlsbuettel) Germany,Fuhlsbuettel Airport,Hamburg,10.01,53.63
HAN,Hanoi Vietnam,Noi Bai International Airport,Hanoi,105.8,21.21
HAS,Hail Saudi Arabia,Hail Airport,Hail,41.69,27.44
HAV,Havana Cuba,Jose Marti International Airport,Havana,-82.41,23
HBA,Hobart TS Australia,Hobart Airport,Hobart,147.51,-42.84
HBE,Alexandria(Borg El Arab) Egypt,Borg El Arab Airport,Alexandria,29.69,30.92
HBX,Hubli India,Hubli Airport,Hubli,75.09,15.36
HDD,Hyderabad Pakistan,Hyderabad Airport,Hyderabad,68.36,25.32
HDG,Handan China,NULL,Handan,114.49,36.61
HDY,Hat Yai Thailand,Hat Yai Airport,Hat Yai,100.39,6.94
HEA,Herat Afghanistan,Herat Airport,Herat,62.23,34.21
HEK,Heihe China,Heihe Airport,Heihe,127.43,50.22
HEL,Helsinki Finland,Helsinki-Vantaa Airport,Helsinki,24.97,60.32
HER,Irakleion Greece,N. Kazantzakis Airport,Heraklion,25.17,35.34
HET,Hohhot China,Hohhot Airport,Hohhot,111.81,40.85
HFE,Hefei China,Hefei Airport,Hefei,117.28,31.85
HGA,Hargeisa Somalia,Hargeisa Airport,Hargeisa,44.09,9.52
HGH,Hangzhou China,Hangzhou Airport,Hangzhou,120.43,30.24
HIJ,Hiroshima(Intl) Japan,Hiroshima International Airport,Hiroshima,132.92,34.44
HIN,Jinju Rep. of Korea,Sacheon Airport,Jinju,128.09,35.09
HJJ,Huai Hua China,Zhijiang Apt/Huaihua,Huaihua ,111.75,30.42
HKD,Hakodate Japan,Hakodate Airport,Hakodate,140.82,41.78
HKG,Hong Kong(Intl) China,Hong Kong International Airport,Hong Kong,113.94,22.32
HLD,Hailar China,Hailar Airport,Hailar,119.81,49.21
HLH,Ulanhot China,Ulanhot Airport,Ulanhot,122,46.19
HLZ,Hamilton New Zealand,Hamilton Airport,Hamilton,175.34,-37.87
HMI,Hami P. R. China,Hami Airport,Hami,93.42,42.92
HMO,Hermosillo Mexico,Gen Pesqueira Garcia Airport,Hermosillo,-111.05,29.09
HND,Tokyo(Haneda) Japan,Haneda Airport,Tokyo,139.78,35.55
HNL,Honolulu Oahu HI USA,Honolulu International Airport,Honolulu,-157.92,21.33
HOD,Hodeidah Yemen,Hodeidah Airport,Hodeidah,42.97,14.76
HOF,Hofuf Saudi Arabia,Alahsa Airport,Alahsa,49.49,25.29
HOG,Holguin Cuba,Frank Pais Airport,Holguin,-76.31,20.79
HOU,Houston(Hobby) TX USA,Hobby Airport,Houston,-95.28,29.65
HPH,Haiphong Vietnam,Catbi Airport,Haiphong,106.73,20.82
HPN,Westchester County NY USA,Westchester County Airport,Westchester County,-73.7,41.07
HRB,Harbin China,Harbin Airport,Harbin,126.24,45.62
HRE,Harare Zimbabwe,Harare Airport,Harare,31.1,-17.92
HRG,HURGHADA INTERNATIONAL EGYPT,Hurghada Airport,Hurghada,33.81,27.19
HRK,Kharkiv Osnova Intl,Kharkov Airport,Kharkov,36.28,49.92
HSG,Saga Japan,Saga Airport,Saga,130.3,33.15
HSN,Zhoushan China,Zhoushan Airport,Zhoushan,122.36,29.94
HSV,Huntsville/Decatur AL USA,Huntsville International Airport,Huntsville,-86.77,34.65
HTA,Chita Kadala,Chita Airport,Chita,113.3,52.03
HTN,Hotan China,Hotan Airport,Hotan,79.87,37.04
HTY,Hatay Turkey,Hatay Airport,Antakya,36.28,36.36
HUI,Hue Vietnam,Phu Bai Airport,Hue,107.7,16.4
HUN,Hualien Chinese Taipei,Hualien Airport,Hualien,121.61,24.03
HUU,Huanuco Peru,Huanuco Airport,Huanuco,-76.22,-9.87
HVN,New Haven CT USA,New Haven Airport,New Haven,-72.89,41.27
HYD,HYDERABAD RAJIV GANDHI INTL,Rajiv Gandhi International Airport,Hyderabad,78.47,17.45
HYN,Huangyan China,Huangyan Airport,Huangyan,121.42,28.56
IAD,Washington(Dulles Intl) DC USA,Dulles International Airport,Washington,-77.45,38.95
IAH,Houston(G.Bush Intl) TX USA,George Bush Intercontinental Airport,Houston,-95.34,29.98
IAS,Iasi Romania,Iasi Airport,Iasi,27.62,47.18
IBE,Ibague Colombia,Ibague Airport,Ibague,-75.14,4.42
ICN,Seoul(Incheon Intl) Rep. of Korea,Incheon International Airport,Seoul,126.45,37.45
ICT,Wichita KS USA,Mid-Continent Airport,Wichita,-97.43,37.65
IDR,Indore India,Indore Airport,Indore,75.81,22.73
IEG,Zielona Gora Poland,Babimost Airport,Zielona Gora,15.52,51.93
IEV,Kiev Zhuliany Intl Apt,Kiev-Zhulhany Airport,Kiev,30.45,50.4
IFN,Esfahan Shahid Beheshti Intl Iran,Isfahan Airport,Isfahan,51.88,32.75
IFO,Ivano-Frankivsk International Ukraine,Ivano-Frankovsk Airport,Ivano-Frankovsk,24.71,48.89
IKA,Tehran(Imam Khomeini Intl) Iran,Imam Khomeini Airport,Tehran,51.15,35.41
IKT,Irkutsk Russian Fed.,Irkutsk Airport,Irkutsk,104.36,52.27
ILM,Wilmington NC USA,Wilmington International Airport,Wilmington,-77.91,34.27
ILO,Ilo Ilo Philippines,Mandurriao Airport,Iloilo,122.54,10.71
IMF,Imphal India,Imphal Municipal Airport,Imphal,93.9,24.76
IMP,Imperatriz MA Brazil,Imperatriz Airport,Imperatriz,-47.48,-5.53
INC,Yinchuan China,Yinchuan Airport,Yinchuan,106.35,38.35
IND,Indianapolis IN USA,Indianapolis International Airport,Indianapolis,-86.27,39.73
INI,Nis Konstantin Veliki Serbia,Nis Airport,Nis,21.85,43.33
INN,Innsbruck Austria,Kranebitten Airport,Innsbruck,11.35,47.26
IOS,Ilheus BA Brazil,Eduardo Gomes Airport,Ilheus,-39.03,-14.81
IPH,Ipoh Malaysia,Ipoh Airport,Ipoh,101.1,4.57
IPN,Ipatinga MG Brazil,Usiminas Airport,Ipatinga,-42.53,-19.5
IQQ,Iquique Chile,Cavancha Airport,Iquique,-70.18,-20.55
IQT,Iquitos Peru,C.F. Secada Airport,Iquitos,-73.3,-3.79
IRJ,La Rioja LR Argentina,La Rioja Airport,La Rioja,-66.78,-29.38
ISB,Islamabad Pakistan,Islamabad International Airport,Islamabad,73.11,33.61
ISE,Isparta Suleyman Demirel Turkey,Isparta Airport,Isparta,30.38,37.87
ISK,Nasik India,Gandhinagar Airport,Nasik,73.81,19.97
IST,Istanbul (Ataturk) Turkey,Ataturk Airport,Istanbul,28.82,40.98
ITM,Osaka(Itami) Japan,Itami Airport,Osaka,135.44,34.79
IWA,Ivanova Yuzhny,Ivanovo Airport,Ivanovo,40.94,56.94
IXA,Agartala India,Singerbhil Airport,Agartala,91.24,23.89
IXC,Chandigarh India,Chandigarh Airport,Chandigarh,76.8,30.67
IXD,Allahabad India,Bamrauli Airport,Allahabad,81.74,25.44
IXE,Mangalore India,Bajpe Airport,Mangalore,74.89,12.96
IXJ,Jammu India,Satwari Airport,Jammu,74.84,32.68
IXL,Leh India,Leh Airport,Leh,77.55,34.14
IXM,Madurai India,Madurai Airport,Madurai,78.09,9.84
IXP,Pathankot India,Pathankot Airport,Pathankot,75.63,32.22
IXR,Ranchi India,Ranchi Airport,Ranchi,85.32,23.32
IXS,Silchar India,Kumbhirgram Airport,Silchar,92.98,24.92
IXU,Aurangabad India,Chikkalthana Airport,Aurangabad,75.4,19.87
IZO,Izumo Japan,Izumo Airport,Izumo,132.89,35.41
JAI,Jaipur India,Sanganeer Airport,Jaipur,75.8,26.82
JAL,Jalapa Mexico,Jalapa Airport,Jalapa,-96.78,19.47
JDH,Jodhpur India,Jodhpur Airport,Jodhpur,73.05,26.26
JDO,Juazeiro Do Norte CE Brazil,Regional Do Cariri Airport,Juazeiro Do Norte,-39.32,-7.2
JDZ,Jingdezhen China,Jingdezhen Airport,Jingdezhen,117.18,29.34
JED,Jeddah Saudi Arabia,King Abdulaziz International Airport,Jeddah,39.15,21.67
JFK,New York(Kennedy) NY USA,John F. Kennedy International Airport,New York,-73.79,40.64
JGA,Jamnagar India,Govardhanpur Airport,Jamnagar,70.01,22.46
JGN,Jiayuguan China,Jiayuguan Airport,Jiayuguan,98.42,39.83
JHB,Johor Bahru Malaysia,Sultan Ismail International Airport,Johor Bharu,103.67,1.64
JHG,Jinghong China,Gasa Airport,Jinghong,100.77,21.97
JIB,Djibouti,Ambouli Airport,Djibouti,43.15,11.55
JIJ,Jijiga Ethiopia,Jigiga Airport,Jijiga,42.77,9.37
JIM,Jimma Ethiopia,Jimma Airport,Jimma,36.82,7.65
JIU,Jiujiang China,Jiujiang Airport,Jiujiang,115.97,29.7
JJN,Jinjiang China,Jinjiang Airport,Jinjiang,118.59,24.8
JLR,Jabalpur India,Jabalpur Airport,Jabalpur,79.92,22.67
JMU,Jiamusi China,Jiamusi Airport,Jiamusi,130.46,46.85
JNB,Johannesburg(Tambo) South Africa,Johannesburg International Airport,Johannesburg,28.23,-26.13
JNG,Jining China,Jining Airport,Jining,116.53,35.42
JNZ,Jinzhou China,Liaoning Province Airport,Jinzhou,121.02,41.12
JOG,Yogyakarta Indonesia,Adisutjipto Airport,Yogyakarta,110.44,-7.79
JOI,Joinville Lauro Carneiro Loyola Brazil,Cubatao Airport,Joinville,-48.78,-26.23
JOL,Jolo Philippines,Jolo Airport,Jolo,121.01,6.06
JOS,Jos Nigeria,Jos Airport,Jos,8.89,9.87
JPA,Joao Pessoa PB Brazil,Castro Pinto Airport,Joao Pessoa,-34.95,-7.15
JRO,Kilimanjaro Tanzania,Kilimanjaro Airport,Kilimanjaro,37.07,-3.42
JSR,Jessore Bangladesh,Jessore Airport,Jessore,89.16,23.18
JUJ,Jujuy PJ Argentina,El Cadillal Airport,Jujuy,-65.08,-24.4
JUL,Juliaca Peru,Juliaca Airport,Juliaca,-70.15,-15.46
JXA,Jixi Shi China,NULL,Jixi,116.92,36.67
KAD,Kaduna Nigeria,Kaduna Airport,Kaduna,7.44,10.6
KAN,Kano Nigeria,Aminu Kano International Airport,Kano,8.52,12.05
KBL,Kabul Afghanistan,Khwaja Rawash Airport,Kabul,69.21,34.56
KBP,Kiev Borispol International Ukraine,Kiev/Kyiv - Borispol Airport,Kiev/Kyiv,30.9,50.34
KBR,Kota Bharu Malaysia,Pengkalan Chepa Airport,Kota Bharu,102.29,6.17
KBU,Kotabaru Indonesia,Kotabaru Airport,Kotabaru,116.33,-3.33
KCH,Kuching Sarawak Malaysia,Kuching Airport,Kuching,110.34,1.48
KCM,Kahramanmaras Turkey,Kahramanmaras Airport,Kahramanmaras,36.95,37.53
KCZ,Kochi Japan,Kochi Airport,Kochi,133.67,33.55
KDH,Kandahar Afghanistan,Kandahar Airport,Kandahar,65.85,31.51
KDI,Kendari Indonesia,Wolter Monginsidi Airport,Kendari,122.41,-4.09
KEF,Reykjavik(Intl) Iceland,Keflavik International Airport,Reykjavik,-22.62,64
KEJ,Kemerovo Russian Fed.,Kemerovo Airport,Kemerovo,86.12,55.28
KER,Kerman Iran,Kerman Airport,Kerman,56.96,30.26
KGA,Kananga D.R. of Congo (Zaire),Kananga Airport,Kananga,22.42,-5.9
KGD,Kaliningrad Russian Fed.,Kaliningrad Airport,Kaliningrad,20.59,54.88
KGF,Karaganda Kazakhstan,Karaganda Airport,Karaganda,73.33,49.68
KGL,Kigali Rwanda,Gregoire Kayibanda Airport,Kigali,30.14,-1.96
KHD,Khorramabad Iran,Khorramabad Airport,Khorramabad,48.28,33.44
KHG,Kashi China,Kashi Airport,Kashi,76.01,39.53
KHH,Kaohsiung Chinese Taipei,Kaohsiung International Airport,Kaohsiung,120.35,22.57
KHI,Karachi Pakistan,Quaid-E-Azam International Airport,Karachi,67.17,24.9
KHN,Nanchang China,Nanchang Airport,Nanchang,115.91,28.86
KHV,Khabarovsk Novy,Novyy Airport,Khabarovsk,135.17,48.52
KHY,Khoy Iran,Khoy Airport,Khoy,44.97,38.43
KIJ,Niigata Japan,Niigata Airport,Niigata,139.11,37.95
KIM,Kimberley South Africa,Kimberley Airport,Kimberley,24.77,-28.81
KIN,Kingston(Intl) Jamaica,Norman Manley Airport,Kingston,-76.78,17.94
KIS,Kisumu Kenya,Kisumu Airport,Kisumu,34.74,-0.08
KIV,Chisinau Moldova,Chisinau Airport,Chisinau,28.93,46.94
KIX,Osaka(Kansai Intl) Japan,Kansai International Airport,Osaka,135.24,34.44
KJA,Krasnoyarsk Yemelyanovo,Krasnojarsk Airport,Krasnojarsk,92.48,56.18
KKC,Khon Kaen Thailand,Khon Kaen Airport,Khon Kaen,102.79,16.46
KLH,Kolhapur India,Kolhapur Airport,Kolhapur,74.33,16.67
KMG,Kunming China,Kunming Airport,Kunming,102.74,25
KMI,Miyazaki Japan,Miyazaki Airport,Miyazaki,131.44,31.87
KMJ,Kumamoto Japan,Kumamoto Airport,Kumamoto,130.86,32.83
KMQ,Komatsu Japan,Komatsu Airport,Komatsu,136.41,36.4
KMS,Kumasi Ghana,Kumasi Airport,Kumasi,-1.59,6.71
KND,Kindu D.R. of Congo (Zaire),Kindu Airport,Kindu,25.91,-2.92
KNU,Kanpur India,Kanpur Airport,Kanpur,80.41,26.4
KOE,Kupang Indonesia,Eltari Airport,Kupang,123.67,-10.17
KOJ,Kagoshima Japan,Kagoshima Airport,Kagoshima,130.72,31.8
KOW,Ganzhou China,Ganzhou Airport,Ganzhou,114.91,25.83
KPO,Pohang Rep. of Korea,Pohang Airport,Pohang,129.43,35.98
KRK,Krakow(John Paul II-Balice Intl) Poland,J. Paul II Balice International Airport,Krakow,19.79,50.08
KRL,Korla China,Korla Airport,Korla,86.12,41.69
KRR,Krasnodar Pashkovsky,Krasnodar Airport,Krasnodar,39.14,45.03
KRT,Khartoum Sudan,Civil Airport,Khartoum,32.55,15.59
KRY,Karamay China,Karamay Airport,Karamay,84.88,45.62
KSC,Kosice Slovakia,Barca Airport,Kosice,21.25,48.67
KSH,Kermanshah Shahid AshrafiEsfahani Iran,Kermanshah Airport,Kermanshah,47.15,34.36
KSN,Kostanay Kazakhstan,Kostanay Airport,Kostanay,63.55,53.2
KSQ,Karshi Uzbekistan,Karshi Airport,Karshi,65.78,38.81
KTM,Kathmandu Nepal,Tribhuvan Airport,Kathmandu,85.36,27.7
KTW,Katowice Poland,Pyrzowice Airport,Katowice,19.07,50.47
KUA,Kuantan Malaysia,Kuantan Airport,Kuantan,103.22,3.78
KUF,Samara Kurumoch,Samara Airport,Samara,50.15,53.51
KUH,Kushiro Japan,Kushiro Airport,Kushiro,144.2,43.05
KUL,Kuala Lumpur(Intl) Malaysia,Kuala Lumpur International Airport,Kuala Lumpur,101.71,2.76
KUN,Kaunas Lithuania,Kaunas Airport,Kaunas,23.92,54.9
KUT,Kutaisi Georgia,Kutaisi Airport,Kutaisi,42.7,42.25
KUU,Kulu India,Bhuntar Airport,Kulu,77.1,31.98
KUV,Gunsan Rep. of Korea,Gunsan Airport,Gunsan,126.75,35.98
KVD,Ganja,Gyandzha Airport,Gyandzha,46.32,40.73
KWE,Guiyang China,Guiyang Airport,Guiyang,106.8,26.54
KWJ,Gwangju Rep. of Korea,Gwangju Airport,Gwangju,126.81,35.14
KWL,Guilin China,Guilin Airport,Guilin,110.32,25.13
KXK,Komsomolsk Na Amure Khurba,Komsomolsk Na Amure Airport,Komsomolsk Na Amure,136.95,50.4
KYA,Konya Turkey,Konya Airport,Konya,32.56,37.98
KZN,Kazan Russian Fed.,Kazan Airport,Kazan,49.3,55.61
KZO,Kzyl-Orda Kazakhstan,Kzyl-Orda Airport,Kzyl-Orda,65.59,44.71
LAD,Luanda Angola,4 de Fevereiro Airport,Luanda,13.23,-8.85
LAN,Lansing MI USA,Capital City Airport,Lansing,-84.59,42.77
LAO,Laoag Philippines,Laoag Airport,Laoag,120.53,18.18
LAP,La Paz Mexico,Leon Airport,La Paz,-110.37,24.08
LAS,Las Vegas(Intl) NV USA,McCarran International Airport,Las Vegas,-115.15,36.09
LAX,Los Angeles(Intl) CA USA,Los Angeles International Airport,Los Angeles,-118.41,33.94
LBA,Leeds/Bradford England UK,Leeds/Bradford Airport,Leeds,-1.66,53.87
LBB,Lubbock(P. Smith Intl) TX USA,Lubbock International Airport,Lubbock,-101.82,33.66
LBC,Hamburg (Luebeck-Blankensee) Germany,Blankensee Airport,Hamburg,10.7,53.81
LBD,Khudzhand Tajikistan,Khudzhand Airport,Khudzhand,69.7,40.22
LBV,Libreville Gabon,Libreville Airport,Libreville,9.41,0.46
LCE,La Ceiba Honduras,Goloson International Airport,La Ceiba,-86.86,15.74
LCG,A Coruna Spain,La Coruna Airport,La Coruna,-8.38,43.3
LCJ,Lodz(Wladyslaw Reymount) Poland,Lodz Lublinek Airport,Lodz,19.4,51.72
LCX,Longyan China,Liancheng Airport,Longyan,116.75,25.68
LCY,London(City) England UK,London City Airport,London,0.05,51.5
LDB,Londrina PR Brazil,Londrina Airport,Londrina,-51.14,-23.33
LDS,Yichun Shi China,NULL,Yichun ,128.83,47.72
LDU,Lahad Datu Malaysia,Lahad Datu Airport,Lahad Datu,118.33,5.04
LED,St. Petersburg(Pulkovo) Russian Fed.,Pulkovo Airport,Saint Petersburg,30.31,59.81
LEH,Le Havre France,Octeville Airport,Le Havre,0.09,49.54
LEI,Almeria Spain,Almeria Airport,Almeria,-2.37,36.85
LEJ,Leipzig/Halle Germany,Leipzig/Halle Airport,Leipzig/Halle,12.22,51.42
LEN,Leon Spain,Leon Airport,Leon,-5.65,42.59
LEX,Lexington KY USA,Blue Grass Airport,Lexington,-84.6,38.04
LFT,Lafayette LA USA,Lafayette Regional Airport,Lafayette,-91.99,30.21
LFW,Lome Togo,Lome Airport,Lome,1.25,6.17
LGA,New York(Laguardia) NY USA,La Guardia Airport,New York,-73.87,40.77
LGB,Long Beach CA USA,Long Beach Municipal Airport,Long Beach,-118.14,33.82
LGG,Liege Belgium,Bierset Airport,Liege,5.46,50.64
LGL,Long Lellang Malaysia,Long Lellang Airport,Long Lellang,114.25,4.18
LGP,Legaspi Philippines,Legaspi Airport,Legaspi,123.73,13.15
LGW,London(Gatwick) England UK,Gatwick Airport,London,-0.16,51.16
LHE,Lahore Pakistan,Lahore Airport,Lahore,74.4,31.52
LHR,London(Heathrow) England UK,Heathrow Airport,London,-0.45,51.47
LHW,Lanzhou China,Lanzhou Airport,Lanzhou,103.87,36.03
LIG,Limoges France,Bellegarde Airport,Limoges,1.18,45.86
LIL,Lille France,Lesquin Airport,Lille,3.11,50.57
LIM,Lima Peru,J Chavez International Airport,Lima,-77.11,-12.02
LIN,Milan(Linate) Italy,Linate Airport,Milan,9.26,45.45
LIR,Liberia Costa Rica,Liberia Airport,Liberia,-85.54,10.6
LIS,Lisbon Portugal,Lisboa Airport,Lisbon,-9.13,38.77
LIT,Little Rock AR USA,Little Rock Regional Airport,Little Rock,-92.22,34.73
LJG,Lijiang City China,Lijiang Airport,Lijiang,100.25,26.68
LJU,Ljubljana Joze Pucnik Slovenia,Brnik Airport,Ljubljana,14.45,46.23
LKO,Lucknow India,Amausi Airport,Lucknow,80.88,26.76
LLW,Lilongwe Malawi,Lilongwe International Airport,Lilongwe,33.78,-13.78
LMM,Los Mochis Mexico,Federal Airport,Los Mochis,-108.98,25.82
LNJ,Lincang China,Lincang Airport,Lincang,100.03,23.74
LNK,Lincoln NE USA,Lincoln Municipal Airport,Lincoln,-96.75,40.85
LNZ,Linz Austria,Hoersching Airport,Linz,14.19,48.24
LOH,Loja Ecuador,Loja Airport,Loja,-79.37,-3.99
LOO,Laghouat Algeria,LMekrareg Airport',Laghouat,2.98,33.83
LOS,Lagos Nigeria,Murtala Muhammed Airport,Lagos,3.32,6.58
LPA,Las Palmas(Gran Canaria) Canary Is.,Airport De Gran Canaria,Las Palmas,-15.39,27.94
LPB,La Paz Bolivia,El Alto Airport,La Paz,-68.18,-16.51
LPK,Lipetsk Russian Fed.,Lipetsk Airport,Lipetsk,39.6,52.62
LPL,Liverpool England UK,Liverpool John Lennon Airport,Liverpool,-2.85,53.34
LRD,Laredo TX USA,Laredo International Airport,Laredo,-99.46,27.54
LRM,Casa De Campo Dominican Rep.,La Romana Airport,La Romana,-68.9,18.42
LSC,La Serena Chile,La Florida Airport,La Serena,-71.2,-29.92
LSH,Lashio Myanmar,Lashio Airport,Lashio,97.75,22.97
LST,Launceston TS Australia,Launceston Airport,Launceston,147.21,-41.54
LTK,Latakia Syria,Latakia Airport,Latakia,35.94,35.41
LTN,London(Luton) England UK,Luton Airport,London,-0.38,51.88
LTU,Latur India,NULL,Latur ,76.46,18.41
LUH,Ludhiana India,Ludhiana Airport,Ludhiana,75.85,30.9
LUM,Luxi China,Mangshi Airport,Luxi,98.53,24.41
LUN,Lusaka Zambia,Lusaka Airport,Lusaka,28.45,-15.33
LUQ,San Luis SL Argentina,San Luis Airport,San Luis,-66.36,-33.27
LVI,Livingstone Zambia,Livingstone Airport,Livingstone,25.82,-17.82
LWN,Gyumri Shirak,Leninakan Airport,Gyoumri,43.83,40.72
LWO,Lviv International Ukraine,Snilow Airport,Lviv,23.96,49.82
LXA,Lhasa China,Lhasa Airport,Lhasa,90.9,29.29
LXR,LUXOR INTERNATIONAL EGYPT,Luxor Airport,Luxor,32.7,25.67
LYA,Luoyang China,Luoyang Airport,Luoyang,112.39,34.74
LYG,Lianyungang China,Lianyungang Airport,Lianyungang,118.88,34.57
LYI,Linyi China,Linyi Airport,Linyi,118.41,35.05
LYP,Faisalabad Pakistan,Faisalabad Airport,Faisalabad,72.99,31.36
LYS,Lyon St-Exupery France,Lyon Saint-Exupery International Airport,Lyon,5.08,45.72
LZH,Liuzhou China,Liuzhou Airport,Liuzhou,109.4,24.21
LZO,Luzhou China,Luzhou Airport,Luzhou,105.38,28.84
LZY,Lin Zhi China,Nyingchi Apt,Linzhi,94.33,29.3
MAA,Chennai India,Chennai Airport,Chennai,80.16,12.98
MAB,Maraba PA Brazil,Maraba Airport,Maraba,-49.17,-5.37
MAD,Madrid Spain,Barajas Airport,Madrid,-3.57,40.47
MAF,Midland/Odessa TX USA,Midland International Airport,Midland/Odessa,-102.21,31.94
MAM,Matamoros Mexico,Matamoros Airport,Matamoros,-97.52,25.77
MAN,Manchester England UK,Manchester International Airport,Manchester,-2.27,53.36
MAO,Manaus AM Brazil,Eduardo Gomes International Airport,Manaus,-60.05,-3.03
MAR,Maracaibo Venezuela,La Chinita Airport,Maracaibo,-71.72,10.56
MBA,Mombasa Kenya,Moi International Airport,Mombasa,39.6,-4.03
MCI,Kansas City(Intl) MO USA,Kansas City International Airport,Kansas City,-94.72,39.29
MCO,Orlando(Intl) FL USA,Orlando International Airport,Orlando,-81.31,28.43
MCP,Macapa AP Brazil,Macapa Internacional Airport,Macapa,-51.07,0.05
MCX,Makhachkala Uytash Russian Fed.,Makhachkala Airport,Makhachkala,47.66,42.82
MCY,Sunshine Coast QL Australia,Maroochydore Airport,Sunshine Coast,153.09,-26.61
MCZ,Maceio AL Brazil,Palmares Airport,Maceio,-35.8,-9.51
MDC,Manado Indonesia,Samratulangi Airport,Manado,124.92,1.54
MDE,Medellin(Cordova) Colombia,Jose Maria Cordova,Medellin,-75.43,6.17
MDG,Mudanjiang China,Mudanjiang Airport,Mudanjiang,129.58,44.53
MDK,Mbandaka D.R. of Congo (Zaire),Mbandaka Airport,Mbandaka,18.29,0.02
MDL,Mandalay Myanmar,Annisaton Airport,Mandalay,96.09,21.94
MDQ,Mar Del Plata BA Argentina,Mar Del Plata Airport,Mar Del Plata,-57.57,-37.93
MDW,Chicago(Midway) IL USA,Midway Airport,Chicago,-87.74,41.79
MDZ,Mendoza MD Argentina,El Plumerillo Airport,Mendoza,-68.8,-32.83
MEB,Melbourne(Essendon) VI Australia,Essendon Airport,Melbourne,144.9,-37.74
MEC,Manta Ecuador,Manta Airport,Manta,-80.68,-0.95
MEL,Melbourne(Intl) VI Australia,Tullamarine Airport,Melbourne,144.85,-37.67
MEM,Memphis TN USA,Memphis International Airport,Memphis,-89.98,35.04
MES,Medan Indonesia,Polania Airport,Medan,98.67,3.56
MEX,Mexico City(Juarez Intl) Mexico,Juarez International Airport,Mexico City,-99.07,19.44
MFE,McAllen TX USA,Miller International Airport,McAllen,-98.24,26.18
MFM,Macau Macao China,Macau Airport,Macau,113.57,22.16
MGA,Managua Nicaragua,Augusto C Sandino Airport,Managua,-86.17,12.14
MGF,Maringa PR Brazil,Regional De Maringa,Maringa,-51.93,-23.38
MGM,Montgomery AL USA,Dannelly Field,Montgomery,-86.39,32.31
MGQ,Mogadishu Somalia,Mogadishu International Airport,Mogadishu,45.31,2.01
MGZ,Myeik Myanmar,Myeik Airport,Myeik,98.62,12.45
MHG,Mannheim Germany,Mannheim Airport,Mannheim,8.52,49.48
MHT,Manchester (Boston Regional) NH USA,Manchester Municipal Airport,Manchester,-71.44,42.93
MIA,Miami(Intl) FL USA,Miami International Airport,Miami,-80.28,25.8
MID,Merida Mexico,Rejon Airport,Merida,-89.66,20.93
MIG,Mian Yang China,Mian Yang Airport,Mian Yang,104.74,31.43
MII,Marilia SP Brazil,Dr Gastao Vidigal Airport,Marilia,-49.93,-22.2
MJM,Mbuji-Mayi D.R. of Congo (Zaire),Mbuji Mayi Airport,Mbuji Mayi,23.63,-6.15
MJN,Majunga Madagascar,Amborovy Airport,Majunga,46.35,-15.67
MJV,Murcia Spain,San Javier Airport,Murcia,-0.82,37.78
MKE,Milwaukee WI USA,General Mitchell Airport,Milwaukee,-87.9,42.95
MKX,Mukalla Yemen Republic of,Mukalla Airport,Mukalla,49.13,14.53
MLA,Malta,Luqa Airport,Malta,14.5,35.85
MLE,Male Maldives,Male International Airport,Male,73.52,4.2
MLG,Malang Indonesia,Malang Airport,Malang,112.71,-7.93
MLH,Mulhouse France,EuroAirport French,Basel,7.53,47.6
MLM,Morelia Mexico,Morelia Airport,Morelia,-101.03,19.84
MLW,Monrovia(Sprigg-Payne) Liberia,Sprigg Payne Airport,Monrovia,-10.76,6.29
MLX,Malatya Erhac Turkey,Malatya Airport,Malatya,38.25,38.35
MMK,Murmansk Russian Fed.,Murmansk Airport,Murmansk,32.76,68.79
MMX,Malmo Sweden,Sturup Airport,Malmo,13.36,55.54
MNL,Manila Philippines,Ninoy Aquino International Airport,Manila,121.01,14.51
MOB,Mobile AL USA,Mobile Regional Airport,Mobile,-88.24,30.68
MOC,Montes Claros MG Brazil,Montes Claros Airport,Montes Claros,-43.82,-16.71
MOD,Modesto CA USA,Modesto Municipal Airport,Modesto,-120.96,37.63
MPL,Montpellier France,Mediterranee Airport,Montpellier,3.96,43.58
